"C","N","Z","A","SYM","ORIG","Excess","unc1","BEA","unc2","btype","benergy","bunc","mass","munc","halflife","spin-parity","Qbeta","Qposi","Qec","Qalpha"
" ",39,35,74,"Br ","    ",-65288.0,6.0,8583.56,0.08,"B+",6925.0,6.0,73.92991,6.0,"25.4 m","(0-)",-2.9562,5.903201,6.925201,-3.372916
" ",38,36,74,"Kr ","    ",-62331.8,2.0,8533.038,0.027,"B+",2956.0,6.0,73.933084,2.2,"11.50 m","0+",-10.4158,1.9342,2.9562,-2.826816
" ",37,37,74,"Rb ","    ",-51916.0,3.0,8381.71,0.04,"B+",10416.0,3.0,73.944266,3.0,"64.776 ms","0+",-11.086,9.3938,10.4158,-2.914916
" ",36,38,74,"Sr ","   x",-40830.0,100.0,8221.0,1.0,"B+",11090.0,100.0,73.95617,110.0,"27 ms","0+",0.0,10.064,11.086,-2.154916
"0",49,26,75,"Fe ","   x",-13640.0,600.0,7982.0,8.0,"B-",16010.0,780.0,74.98536,640.0,"620 ns","",16.01,0.0,0.0,0.0
" ",48,27,75,"Co ","   x",-29650.0,500.0,8185.0,7.0,"B-",14380.0,580.0,74.96817,540.0,"30 ms","",14.38,-17.032,-16.01,-16.504916
" ",47,28,75,"Ni ","   x",-44030.0,300.0,8366.0,4.0,"B-",10440.0,300.0,74.95273,320.0,"344 ms","",10.4413,-15.402,-14.38,-15.024916
" ",46,29,75,"Cu ","   x",-54471.3,2.3,8495.09,0.03,"B-",8088.0,3.0,74.9415226,2.5,"1.224 s","",8.0876,-11.4633,-10.4413,-12.526216
" ",45,30,75,"Zn ","   x",-62558.9,2.0,8592.497,0.026,"B-",5906.0,3.0,74.9328402,2.1,"10.2 s","(7/2+)",5.9057,-9.1096,-8.0876,-9.577616
" ",44,31,75,"Ga ","   x",-68464.6,2.4,8660.81,0.03,"B-",3392.4,2.4,74.9265002,2.6,"126 s","3/2-",3.39236,-6.9277,-5.9057,-8.178416
" ",43,32,75,"Ge ","  -n",-71856.96,0.05,8695.609,0.001,"B-",1177.2,0.9,74.92285837,0.06,"47.7 s","7/2+",1.17724,-4.41436,-3.39236,-6.953076
" ",42,33,75,"As ","    ",-73034.2,0.9,8700.874,0.012,"  ","*","*",74.92159459999999,0.9,"17.62 ms","9/2+",-0.86472,-2.19924,-1.17724,-5.320016
" ",41,34,75,"Se ","    ",-72169.48,0.07,8678.913,0.001,"B+",864.7,0.9,74.92252287000001,0.08,"119.78 d","5/2+",-3.06248,-0.15728,0.86472,-4.687896
" ",40,35,75,"Br ","   x",-69107.0,4.0,8627.65,0.06,"B+",3062.0,4.0,74.925811,5.0,"96.7 m","3/2-",-4.783,2.04048,3.06248,-3.638916
" ",39,36,75,"Kr ","   x",-64324.0,8.0,8553.44,0.11,"B+",4783.0,9.0,74.930946,9.0,"4.60 m","5/2+",-7.1053,3.761,4.783,-3.602416
" ",38,37,75,"Rb ","   x",-57218.7,1.2,8448.275,0.016,"B+",7105.0,8.0,74.93857320000001,1.3,"19.0 s","(3/2-)",-10.5987,6.0833,7.1053,-3.141616
" ",37,38,75,"Sr ","   -",-46620.0,220.0,8296.5,2.9,"B+",10600.0,220.0,74.94995,240.0,"88 ms","",-14.8,9.5767,10.5987,-2.714916
" ",36,39,75,"Y  ","   x",-31820.0,300.0,8089.0,4.0,"B+",14800.0,370.0,74.96584,320.0,"None","None",0.0,13.778,14.8,-2.184916
"0",49,27,76,"Co ","   x",-24510.0,600.0,8116.0,8.0,"B-",17120.0,720.0,75.97369,640.0,"21.7 ms","",17.12,0.0,0.0,-17.034916
" ",48,28,76,"Ni ","   x",-41630.0,400.0,8331.0,5.0,"B-",9350.0,400.0,75.95531,430.0,"0.59 us","(8+)",9.346,-18.142,-17.12,-15.624916
" ",47,29,76,"Cu ","   x",-50976.0,7.0,8443.53,0.09,"B-",11327.0,7.0,75.945275,7.0,"0.638 s","(3,4)",11.327,-10.368,-9.346,-13.200916
" ",46,30,76,"Zn ","    ",-62303.0,1.5,8582.273,0.019,"B-",3993.6,2.4,75.933115,1.6,"5.7 s","0+",3.9936,-12.349,-11.327,-10.501816
" ",45,31,76,"Ga ","   x",-66296.6,2.0,8624.526,0.026,"B-",6916.2,2.0,75.92882759999999,2.1,"32.6 s","(2+,3+)",6.916289,-5.0156,-3.9936,-8.938516
" ",44,32,76,"Ge ","    ",-73212.889,0.018,8705.236,0.0,"B-",-921.5,0.9,75.921402727,0.019,"stable","0+",-0.921489,-7.938289,-6.916289,-7.492305
" ",43,33,76,"As ","  -n",-72291.4,0.9,8682.816,0.012,"B-",2960.6,0.9,75.922392,1.0,"26.24 h","2-",2.96055,-0.100511,0.921489,-6.128016
" ",42,34,76,"Se ","    ",-75251.95,0.016,8711.477,0.0,"  ","*","*",75.919213704,0.017,"stable","0+",-4.96295,-3.98255,-2.96055,-5.090966
" ",41,35,76,"Br ","   -",-70289.0,9.0,8635.88,0.12,"B+",4963.0,9.0,75.924542,10.0,"16.2 h","1-",-1.275,3.94095,4.96295,-4.483916
" ",40,36,76,"Kr ","    ",-69014.0,4.0,8608.81,0.05,"B+",1275.0,10.0,75.925911,4.0,"14.8 h","0+",-8.5349,0.253,1.275,-3.570716
" ",39,37,76,"Rb ","   x",-60479.1,0.9,8486.215,0.012,"B+",8535.0,4.0,75.935073,1.0,"36.5 s","1(-)",-6.2291,7.5129,8.5349,-3.842316
" ",38,38,76,"Sr ","   x",-54250.0,30.0,8393.9,0.5,"B+",6230.0,30.0,75.94176,40.0,"7.89 s","0+",-15.77,5.2071,6.2291,-2.733916
" ",37,39,76,"Y  ","   x",-38480.0,300.0,8176.0,4.0,"B+",15770.0,300.0,75.95869,320.0,"200 ns","",0.0,14.748,15.77,-2.574916
"0",50,27,77,"Co ","   x",-21020.0,600.0,8070.0,8.0,"B-",15790.0,780.0,76.97744,640.0,"13.0 ms","",15.78,0.0,0.0,0.0
" ",49,28,77,"Ni ","   x",-36800.0,500.0,8265.0,6.0,"B-",11820.0,520.0,76.96049,540.0,"128 ms","",11.82,-16.802,-15.78,-16.324916
" ",48,29,77,"Cu ","   x",-48620.0,150.0,8408.0,2.0,"B-",10170.0,150.0,76.9478,160.0,"0.469 s","",10.1692,-12.842,-11.82,-13.624916
" ",47,30,77,"Zn ","    ",-58789.2,2.0,8530.003,0.026,"B-",7203.0,3.0,76.9368872,2.1,"1.05 s","(1/2-)",7.2031,-11.1912,-10.1692,-11.105916
" ",46,31,77,"Ga ","   x",-65992.3,2.4,8613.39,0.03,"B-",5220.5,2.4,76.9291543,2.6,"13.2 s","3/2(-)",5.22056,-8.2251,-7.2031,-9.429816
" ",45,32,77,"Ge ","  -n",-71212.86,0.05,8671.029,0.001,"B-",2703.5,1.7,76.92354984,0.06,"53.7 s","1/2-",2.70344,-6.24256,-5.22056,-8.044376
" ",44,33,77,"As ","    ",-73916.3,1.7,8695.978,0.022,"B-",683.2,1.7,76.9206476,1.8,"114.0 us","9/2+",0.68319,-3.72544,-2.70344,-6.641916
" ",43,34,77,"Se ","    ",-74599.49,0.06,8694.69,0.001,"  ","*","*",76.91991415000001,0.07,"17.36 s","7/2+",-1.36469,-1.70519,-0.68319,-5.726886
" ",42,35,77,"Br ","   -",-73234.8,2.8,8666.81,0.04,"B+",1364.7,2.8,76.921379,3.0,"57.04 h","3/2-",-3.0654,0.34269,1.36469,-4.706716
" ",41,36,77,"Kr ","   x",-70169.4,2.0,8616.836,0.025,"B+",3065.0,3.0,76.92467,2.1,"74.4 m","5/2+",-5.3389,2.0434,3.0654,-4.367316
" ",40,37,77,"Rb ","   x",-64830.5,1.3,8537.339,0.017,"B+",5339.0,2.4,76.9304016,1.4,"3.78 m","3/2-",-7.0275,4.3169,5.3389,-3.608416
" ",39,38,77,"Sr ","   x",-57803.0,8.0,8435.92,0.1,"B+",7027.0,8.0,76.937945,9.0,"9.0 s","5/2+",-11.363,6.0055,7.0275,-3.675916
" ",38,39,77,"Y  ","  -p",-46440.0,200.0,8278.0,3.0,"B+",11370.0,200.0,76.95015,220.0,"57 ms","(5/2+)",-14.4,10.341,11.363,-2.784916
" ",37,40,77,"Zr ","   x",-32040.0,400.0,8081.0,5.0,"B+",14400.0,450.0,76.9656,430.0,"None","None",0.0,13.378,14.4,-2.514916
"0",50,28,78,"Ni ","   x",-33890.0,600.0,8225.0,8.0,"B-",10610.0,780.0,77.96362,640.0,"0.11 s","0+",10.61,0.0,0.0,-16.724916
" ",49,29,78,"Cu ","   x",-44500.0,500.0,8351.0,6.0,"B-",12990.0,500.0,77.95223,540.0,"335 ms","(4,5)-",12.9832,-11.632,-10.61,-14.104916
" ",48,30,78,"Zn ","    ",-57483.2,1.9,8507.379,0.025,"B-",6222.7,2.7,77.9382892,2.1,"319 ns","(8+)",6.2228,-14.0052,-12.9832,-11.448116
" ",47,31,78,"Ga ","    ",-63706.0,1.9,8577.127,0.024,"B-",8156.0,4.0,77.93160879999999,2.0,"500 ns","",8.156,-7.2448,-6.2228,-10.124916
" ",46,32,78,"Ge "," -nn",-71862.0,4.0,8671.66,0.05,"B-",955.0,10.0,77.922853,4.0,"88 m","0+",0.955,-9.178,-8.156,-8.530216
" ",45,33,78,"As "," +pn",-72817.0,10.0,8673.87,0.13,"B-",4209.0,10.0,77.921828,11.0,"90.7 m","2-",4.20894,-1.977,-0.955,-7.192316
" ",44,34,78,"Se ","    ",-77025.94,0.18,8717.806,0.002,"B-",-3574.0,4.0,77.91730924,0.19,"stable","0+",-3.57394,-5.23094,-4.20894,-6.028414
" ",43,35,78,"Br ","   -",-73452.0,4.0,8661.96,0.05,"B-",726.0,4.0,77.921146,4.0,"6.45 m","1+",0.7263,2.55194,3.57394,-5.016816
" ",42,36,78,"Kr ","    ",-74178.3,0.3,8661.238,0.004,"  ","*","*",77.9203663,0.3,"stable","0+",-7.2433,-1.7483,-0.7263,-4.390015
" ",41,37,78,"Rb ","   x",-66935.0,3.0,8558.35,0.04,"B+",7243.0,3.0,77.928142,3.0,"17.66 m","0(+)",-3.761,6.2213,7.2433,-4.071916
" ",40,38,78,"Sr ","   x",-63174.0,7.0,8500.1,0.1,"B+",3761.0,8.0,77.93218,8.0,"160 s","0+",-11.004,2.739,3.761,-3.267116
" ",39,39,78,"Y  ","   x",-52170.0,300.0,8349.0,4.0,"B+",11000.0,300.0,77.94399,320.0,"53 ms","(0+)",-11.32,9.982,11.004,-2.678916
" ",38,40,78,"Zr ","   x",-40850.0,400.0,8194.0,5.0,"B+",11320.0,500.0,77.95615,430.0,"170 ns","0+",0.0,10.298,11.32,-2.444916
"0",51,28,79,"Ni ","   x",-27570.0,600.0,8143.0,8.0,"B-",14170.0,670.0,78.9704,640.0,"43.0 ms","",14.17,0.0,0.0,-16.354916
" ",50,29,79,"Cu ","   x",-41740.0,300.0,8312.0,4.0,"B-",11690.0,300.0,78.95519,320.0,"188 ms","(5/2-)",11.6923,-15.192,-14.17,-14.514916
" ",49,30,79,"Zn ","    ",-53432.3,2.2,8450.582,0.028,"B-",9115.4,2.9,78.9426381,2.4,"0.995 s","(9/2+)",9.1154,-12.7143,-11.6923,-11.827216
" ",48,31,79,"Ga ","    ",-62547.7,1.9,8556.063,0.024,"B-",6980.0,40.0,78.9328523,2.0,"2.847 s","(3/2-)",6.9823,-10.1374,-9.1154,-10.501316
" ",47,32,79,"Ge ","    ",-69530.0,40.0,8634.5,0.5,"B-",4110.0,40.0,78.92536,40.0,"39.0 s","(7/2+)",4.106,-8.0043,-6.9823,-9.396016
" ",46,33,79,"As ","    ",-73636.0,5.0,8676.62,0.07,"B-",2281.0,5.0,78.920948,6.0,"1.21 us","(9/2)+",2.28146,-5.128,-4.106,-7.596316
" ",45,34,79,"Se ","  -n",-75917.46,0.22,8695.592,0.003,"B-",150.6,1.0,78.91849925,0.24,"3.92 m","1/2-",0.15054,-3.30346,-2.28146,-6.485416
" ",44,35,79,"Br ","  +n",-76068.0,1.0,8687.594,0.013,"  ","*","*",78.9183376,1.1,"4.85 s","9/2+",-1.626,-1.17254,-0.15054,-5.458716
" ",43,36,79,"Kr ","   -",-74442.0,3.0,8657.11,0.04,"B+",1626.0,3.0,78.920083,4.0,"35.04 h","1/2-",-3.639,0.604,1.626,-4.697436
" ",42,37,79,"Rb ","   x",-70803.0,2.1,8601.142,0.027,"B+",3639.0,4.0,78.92398990000001,2.3,"22.9 m","5/2+",-5.326,2.617,3.639,-4.120916
" ",41,38,79,"Sr ","   x",-65477.0,8.0,8523.82,0.11,"B+",5326.0,9.0,78.929708,9.0,"2.25 m","3/2(-)",-7.657,4.304,5.326,-3.577916
" ",40,39,79,"Y  ","   x",-57820.0,80.0,8417.0,1.0,"B+",7660.0,80.0,78.93793,90.0,"14.8 s","(5/2+)",-11.05,6.635,7.657,-3.026216
" ",39,40,79,"Zr ","   x",-46770.0,300.0,8267.0,4.0,"B+",11050.0,310.0,78.94979,320.0,"56 ms","",-15.12,10.028,11.05,-2.574916
" ",38,41,79,"Nb ","   x",-31650.0,500.0,8066.0,6.0,"B+",15120.0,580.0,78.96602,540.0,"None","None",0.0,14.098,15.12,-2.254916
"0",52,28,80,"Ni ","   x",-22630.0,700.0,8080.0,9.0,"B-",13570.0,810.0,79.97571,750.0,"24 ms","0+",13.57,0.0,0.0,0.0
" ",51,29,80,"Cu ","   x",-36200.0,400.0,8240.0,5.0,"B-",15450.0,400.0,79.96114,430.0,"113.6 ms","",15.4486,-14.592,-13.57,-14.114916
" ",50,30,80,"Zn ","    ",-51648.6,2.6,8423.54,0.03,"B-",7575.0,4.0,79.9445529,2.8,"561.9 ms","0+",7.5751,-16.4706,-15.4486,-12.443516
" ",49,31,80,"Ga ","   x",-59223.7,2.9,8508.45,0.04,"B-",10312.0,4.0,79.936421,3.0,"1.676 s","(3)",10.3116,-8.5971,-7.5751,-10.672616
" ",48,32,80,"Ge ","   x",-69535.3,2.1,8627.57,0.026,"B-",2679.0,4.0,79.9253508,2.2,"29.5 s","0+",2.6787,-11.3336,-10.3116,-9.657216
" ",47,33,80,"As ","   x",-72214.0,3.0,8651.28,0.04,"B-",5545.0,3.0,79.922475,4.0,"15.2 s","1+",5.5455,-3.7007,-2.6787,-8.342316
" ",46,34,80,"Se ","    ",-77759.5,1.0,8710.813,0.012,"B-",-1870.5,0.3,79.9165218,1.0,"stable","0+",-1.8705,-6.5675,-5.5455,-6.971527
" ",45,35,80,"Br ","   -",-75889.0,1.0,8677.653,0.013,"B-",2004.4,1.2,79.9185298,1.1,"17.68 m","1+",2.0043,0.8485,1.8705,-6.022516
" ",44,36,80,"Kr ","    ",-77893.3,0.7,8692.928,0.009,"  ","*","*",79.916378,0.7,"stable","0+",-5.7178,-3.0263,-2.0043,-5.066266
" ",43,37,80,"Rb ","   x",-72175.5,1.9,8611.675,0.023,"B+",5717.9,2.0,79.9225164,2.0,"34 s","1+",-1.8645,4.6958,5.7178,-4.311416
" ",42,38,80,"Sr ","   x",-70311.0,3.0,8578.6,0.04,"B+",1864.0,4.0,79.924518,4.0,"106.3 m","0+",-9.163,0.8425,1.8645,-3.721916
" ",41,39,80,"Y  ","   x",-61148.0,6.0,8454.28,0.08,"B+",9163.0,7.0,79.934355,7.0,"30.1 s","(4-)",-6.788,8.141,9.163,-3.093816
" ",40,40,80,"Zr ","   x",-54360.0,300.0,8360.0,4.0,"B+",6790.0,300.0,79.94164,320.0,"4.6 s","0+",-15.94,5.766,6.788,-2.534916
" ",39,41,80,"Nb ","   x",-38420.0,400.0,8151.0,5.0,"B+",15940.0,500.0,79.95875,430.0,"None","None",0.0,14.918,15.94,-2.364916
"0",52,29,81,"Cu ","   x",-31420.0,500.0,8179.0,6.0,"B-",14780.0,500.0,80.96627,540.0,"73.2 ms","",14.78,0.0,0.0,-12.824916
" ",51,30,81,"Zn ","   x",-46200.0,5.0,8351.93,0.06,"B-",11428.0,6.0,80.950403,5.0,"303.5 ms","(5/2+)",11.428,-15.802,-14.78,-11.824916
" ",50,31,81,"Ga ","   x",-57628.0,3.0,8483.36,0.04,"B-",8664.0,4.0,80.938134,4.0,"1.217 s","(5/2-)",8.6637,-12.45,-11.428,-11.432916
" ",49,32,81,"Ge ","   x",-66291.7,2.1,8580.658,0.025,"B-",6242.0,3.0,80.9288329,2.2,"7.6 s","(9/2+)",6.2416,-9.6857,-8.6637,-9.927416
" ",48,33,81,"As ","    ",-72533.3,2.6,8648.06,0.03,"B-",3855.7,2.8,80.9221323,2.8,"33.3 s","3/2-",3.8557,-7.2636,-6.2416,-8.965916
" ",47,34,81,"Se ","    ",-76389.0,1.0,8685.999,0.012,"B-",1588.0,1.4,80.917993,1.1,"57.28 m","7/2+",1.588,-4.8777,-3.8557,-7.601056
" ",46,35,81,"Br ","    ",-77977.0,1.0,8695.946,0.012,"  ","*","*",80.9162882,1.0,"stable","3/2-",-0.2808,-2.61,-1.588,-6.485616
" ",45,36,81,"Kr ","    ",-77696.2,1.1,8682.82,0.013,"B+",280.9,0.5,80.9165897,1.2,"2.29e5 y","7/2+",-2.2392,-0.7412,0.2808,-5.521626
" ",44,37,81,"Rb ","    ",-75457.0,5.0,8645.51,0.06,"B+",2240.0,5.0,80.918994,5.0,"4.572 h","3/2-",-3.929,1.2172,2.2392,-4.647116
" ",43,38,81,"Sr ","   x",-71528.0,3.0,8587.35,0.04,"B+",3929.0,6.0,80.923211,3.0,"22.3 m","1/2-",-5.815,2.907,3.929,-3.783516
" ",42,39,81,"Y  ","   x",-65713.0,5.0,8505.9,0.07,"B+",5815.0,6.0,80.929454,6.0,"70.4 s","(5/2+)",-8.253,4.793,5.815,-3.307416
" ",41,40,81,"Zr ","   x",-57460.0,90.0,8394.4,1.2,"B+",8250.0,90.0,80.93831,100.0,"5.5 s","(3/2-)",-11.1,7.231,8.253,-2.081916
" ",40,41,81,"Nb ","   x",-46360.0,400.0,8248.0,5.0,"B+",11100.0,410.0,80.95023,430.0,"200 ns","",-14.61,10.078,11.1,-2.344916
" ",39,42,81,"Mo ","   x",-31750.0,500.0,8058.0,6.0,"B+",14610.0,640.0,80.96592,540.0,"450 ns","",0.0,13.588,14.61,-2.134916
"0",53,29,82,"Cu ","   x",-25320.0,600.0,8103.0,7.0,"B-",16990.0,600.0,81.97282,640.0,"636 ns","",16.994,0.0,0.0,0.0
" ",52,30,82,"Zn ","   x",-42314.0,3.0,8301.12,0.04,"B-",10617.0,4.0,81.954574,3.0,"228 ms","0+",10.6167,-18.016,-16.994,-10.848916
" ",51,31,82,"Ga ","   x",-52930.7,2.4,8421.049,0.03,"B-",12484.0,3.0,81.9431765,2.6,"0.599 s","(1,2,3)",12.4844,-11.6387,-10.6167,-10.855616
" ",50,32,82,"Ge ","   x",-65415.1,2.2,8563.756,0.027,"B-",4690.0,4.0,81.929774,2.4,"4.55 s","0+",4.6899,-13.5064,-12.4844,-10.356816
" ",49,33,82,"As ","   x",-70105.0,4.0,8611.41,0.05,"B-",7488.0,4.0,81.924739,4.0,"19.1 s","(1+)",7.4889,-5.7119,-4.6899,-8.823916
" ",48,34,82,"Se ","    ",-77593.9,0.5,8693.196,0.006,"B-",-95.2,1.1,81.9166995,0.5,"6.6 ns","(8+)",-0.0952,-8.5109,-7.4889,-8.156816
" ",47,35,82,"Br ","    ",-77498.7,1.0,8682.494,0.012,"B-",3093.1,1.0,81.9168018,1.0,"6.13 m","2-",3.093085,-0.9268,0.0952,-7.106616
" ",46,36,82,"Kr ","    ",-80591.785,0.005,8710.675,0.0,"  ","*","*",81.913481155,0.006,"stable","0+",-4.403785,-4.115085,-3.093085,-5.990761
" ",45,37,82,"Rb ","  IT",-76188.0,3.0,8647.43,0.04,"B+",4404.0,3.0,81.918209,3.0,"1.2575 m","1+",-0.178,3.381785,4.403785,-5.160916
" ",44,38,82,"Sr ","    ",-76010.0,6.0,8635.72,0.07,"B+",178.0,7.0,81.9184,6.0,"25.35 d","0+",-7.946,-0.844,0.178,-4.256616
" ",43,39,82,"Y  ","   x",-68064.0,5.0,8529.28,0.07,"B+",7946.0,8.0,81.92693,6.0,"8.3 s","1+",-4.433,6.924,7.946,-3.553916
" ",42,40,82,"Zr ","   x",-63631.0,11.0,8465.68,0.14,"B+",4433.0,12.0,81.931689,12.0,"32 s","0+",-11.541,3.411,4.433,-2.881916
" ",41,41,82,"Nb ","   x",-52090.0,300.0,8315.0,4.0,"B+",11540.0,300.0,81.94408,320.0,"50 ms","0+",-11.72,10.519,11.541,-2.344916
" ",40,42,82,"Mo ","   x",-40370.0,400.0,8163.0,5.0,"B+",11720.0,500.0,81.95666,430.0,"437 ns","0+",0.0,10.698,11.72,-1.944916
"0",53,30,83,"Zn ","   x",-36290.0,300.0,8226.0,4.0,"B-",12970.0,300.0,82.96104,320.0,"117 ms","",12.9671,0.0,0.0,-11.144916
" ",52,31,83,"Ga ","   x",-49257.1,2.6,8372.57,0.03,"B-",11719.0,4.0,82.9471203,2.8,"308.1 ms","5/2-",11.7193,-13.9891,-12.9671,-9.942016
" ",51,32,83,"Ge ","   x",-60976.4,2.4,8504.345,0.029,"B-",8693.0,4.0,82.9345391,2.6,"1.85 s","(5/2)+",8.6929,-12.7413,-11.7193,-9.969016
" ",50,33,83,"As ","   x",-69669.3,2.8,8599.65,0.03,"B-",5671.0,4.0,82.925207,3.0,"13.4 s","(5/2-)",5.6717,-9.7149,-8.6929,-9.546516
" ",49,34,83,"Se ","  -n",-75341.0,3.0,8658.56,0.04,"B-",3673.0,5.0,82.919119,3.0,"22.25 m","9/2+",3.673,-6.6937,-5.6717,-8.235916
" ",48,35,83,"Br ","    ",-79014.0,4.0,8693.38,0.05,"B-",977.0,4.0,82.915175,4.0,"2.374 h","3/2-",0.976633,-4.695,-3.673,-7.802916
" ",47,36,83,"Kr ","    ",-79990.633,0.009,8695.729,0.0,"  ","*","*",82.914126518,0.01,"1.83 h","1/2-",-0.920033,-1.998633,-0.976633,-6.498089
" ",46,37,83,"Rb ","    ",-79070.6,2.3,8675.218,0.028,"B+",920.0,2.3,82.9151142,2.5,"86.2 d","5/2-",-2.2726,-0.101967,0.920033,-5.427516
" ",45,38,83,"Sr ","    ",-76798.0,7.0,8638.41,0.08,"B+",2273.0,6.0,82.917554,7.0,"32.41 h","7/2+",-4.592,1.2506,2.2726,-4.780916
" ",44,39,83,"Y  ","   x",-72206.0,19.0,8573.66,0.22,"B+",4592.0,20.0,82.922484,20.0,"7.08 m","9/2+",-6.294,3.57,4.592,-3.827916
" ",43,40,83,"Zr ","   x",-65912.0,6.0,8488.4,0.08,"B+",6294.0,20.0,82.929241,7.0,"42 s","(1/2-)",-8.352,5.272,6.294,-2.859916
" ",42,41,83,"Nb ","   x",-57560.0,150.0,8378.3,1.8,"B+",8360.0,150.0,82.93821,160.0,"3.9 s","(5/2+)",-11.22,7.33,8.352,-2.164916
" ",41,42,83,"Mo ","   x",-46340.0,400.0,8234.0,5.0,"B+",11220.0,430.0,82.95025,430.0,"6 ms","",-15.02,10.198,11.22,-1.994916
" ",40,43,83,"Tc ","   x",-31320.0,500.0,8043.0,6.0,"B+",15020.0,640.0,82.96638,540.0,"None","None",0.0,13.998,15.02,-2.094916
"0",54,30,84,"Zn ","   x",-31930.0,400.0,8172.0,5.0,"B-",12160.0,450.0,83.96572,430.0,"633 ns","0+",12.16,0.0,0.0,-11.724916
" ",53,31,84,"Ga ","   x",-44090.0,200.0,8307.0,2.0,"B-",14060.0,200.0,83.95267,220.0,"85 ms","(0-)",14.058,-13.182,-12.16,-10.314916
" ",52,32,84,"Ge ","   x",-58148.0,3.0,8465.52,0.04,"B-",7705.0,4.0,83.937575,3.0,"0.954 s","0+",7.706,-15.08,-14.058,-8.924316
" ",51,33,84,"As ","   x",-65854.0,3.0,8547.94,0.04,"B-",10094.0,4.0,83.929303,3.0,"4.02 s","(3-)",10.0937,-8.728,-7.706,-9.055216
" ",50,34,84,"Se ","    ",-75947.7,2.0,8658.793,0.023,"B-",1835.0,26.0,83.91846679999999,2.1,"3.26 m","0+",1.8353,-11.1157,-10.0937,-8.837316
" ",49,35,84,"Br ","    ",-77783.0,26.0,8671.3,0.3,"B-",4656.0,26.0,83.916496,28.0,"31.76 m","2-",4.656335,-2.8573,-1.8353,-7.993916
" ",48,36,84,"Kr ","    ",-82439.335,0.004,8717.446,0.0,"B-",-2680.4,2.2,83.911497729,0.004,"stable","0+",-2.680335,-5.678335,-4.656335,-7.104751
" ",47,37,84,"Rb ","    ",-79759.0,2.2,8676.224,0.026,"B-",890.6,2.3,83.91437520000001,2.4,"32.82 d","2-",0.8906,1.658335,2.680335,-6.294916
" ",46,38,84,"Sr ","    ",-80649.6,1.2,8677.512,0.015,"  ","*","*",83.9134191,1.3,"stable","0+",-6.7556,-1.9126,-0.8906,-5.181216
" ",45,39,84,"Y  ","    ",-73894.0,4.0,8587.78,0.05,"B+",6755.0,4.0,83.920671,5.0,"39.5 m","(6+)",-2.472,5.7336,6.7556,-4.143416
" ",44,40,84,"Zr ","   x",-71422.0,5.0,8549.03,0.07,"B+",2473.0,7.0,83.923326,6.0,"25.8 m","0+",-10.203,1.45,2.472,-3.535916
" ",43,41,84,"Nb ","   x",-61219.0,13.0,8418.25,0.16,"B+",10203.0,14.0,83.934279,14.0,"9.8 s","(1+,2+,3+)",-7.049,9.181,10.203,-2.495916
" ",42,42,84,"Mo ","   x",-54170.0,300.0,8325.0,4.0,"B+",7050.0,300.0,83.94185,320.0,"2.3 s","0+",-16.47,6.027,7.049,-2.234916
" ",41,43,84,"Tc ","   x",-37700.0,400.0,8120.0,5.0,"B+",16470.0,500.0,83.95953,430.0,"None","None",0.0,15.448,16.47,-1.704916
"0",55,30,85,"Zn ","   x",-25230.0,500.0,8092.0,6.0,"B-",14620.0,580.0,84.97291,540.0,"637 ns","",14.62,0.0,0.0,0.0
" ",54,31,85,"Ga ","   x",-39850.0,300.0,8255.0,4.0,"B-",13270.0,300.0,84.95722,320.0,"70 ms","",13.273,-15.642,-14.62,-10.854916
" ",53,32,85,"Ge ","   x",-53123.0,4.0,8401.77,0.04,"B-",10066.0,5.0,84.94297,4.0,"0.56 s","",10.066,-14.295,-13.273,-9.347916
" ",52,33,85,"As ","   x",-63189.0,3.0,8510.98,0.04,"B-",9224.0,4.0,84.932164,3.0,"2.021 s","(3/2-)",9.2246,-11.088,-10.066,-7.985916
" ",51,34,85,"Se "," +3p",-72413.6,2.6,8610.3,0.03,"B-",6162.0,4.0,84.9222608,2.8,"32.9 s","(5/2)+",6.1614,-10.2466,-9.2246,-8.546816
" ",50,35,85,"Br ","+n2p",-78575.0,3.0,8673.59,0.04,"B-",2905.0,4.0,84.915646,3.0,"2.90 m","3/2-",2.9053,-7.1834,-6.1614,-8.466616
" ",49,36,85,"Kr ","   +",-81480.3,2.0,8698.562,0.024,"B-",687.0,2.0,84.9125273,2.1,"4.480 h","1/2-",0.687031,-3.9273,-2.9053,-7.516216
" ",48,37,85,"Rb ","    ",-82167.331,0.005,8697.441,0.0,"  ","*","*",84.91178973800001,0.005,"stable","5/2-",-1.064031,-1.709031,-0.687031,-6.615247
" ",47,38,85,"Sr ","    ",-81103.3,2.8,8675.72,0.03,"B+",1064.1,2.8,84.912932,3.0,"64.849 d","9/2+",-3.2613,0.042031,1.064031,-5.832016
" ",46,39,85,"Y  ","   x",-77842.0,19.0,8628.15,0.22,"B+",3261.0,19.0,84.916433,20.0,"2.68 h","(1/2)-",-4.667,2.2393,3.2613,-4.809916
" ",45,40,85,"Zr ","   x",-73175.0,6.0,8564.04,0.08,"B+",4667.0,20.0,84.921443,7.0,"7.86 m","(7/2+)",-6.895,3.645,4.667,-4.071916
" ",44,41,85,"Nb ","   x",-66280.0,4.0,8473.71,0.05,"B+",6896.0,8.0,84.928846,4.0,"20.5 s","(9/2+)",-8.77,5.873,6.895,-2.991916
